PlaceId,Autor,Nota_Avaliacao,Comentario,Quando,Timestamp,FotoPerfil,Regiao
ChIJTbj5BwhazpQRj0EJhoJYv8E,Fausto Cesare,5,"Great beers. Chill environment. Good food truck option at the entrance. It lacks a few tables, so it's not uncommon for you to have to stand up, but that's a part of the experience.",6 years ago,2019-02-10 12:21:20+00:00,https://lh3.googleusercontent.com/a-/ALV-UjV-PnFxYEM3kQuNg4Fq-gbngSvqQTBRQbnXL275EwA3gvD0FYW51Q=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJh4WXFglazpQRnVrDXJrAtno,Ike Ichael,5,"Hands down the best gelato I've ever eaten. Rich, creamy. Absolutely satisfying. Plenty of great flavors though I was partial to chocolate and pistachio. The location was super nice. The setup for paying first then getting in line to select one's flavors was a bit backwards and not well posted considering paying first is the opposite of most businesses.",3 months ago,2025-05-15 13:02:12+00:00,https://lh3.googleusercontent.com/a/ACg8ocK9pmjjgWaDC-jpCZtZKmJ7DOtQ7ff_RZk36KqYjmLD1AchdsTC=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJh4WXFglazpQRnVrDXJrAtno,RENE OCAMPO,5,Probably one of the creamiest most delectable ice cream shops. I fell in love with their selections of chocolates and vanillas. I went there almost twice a week during my month stay in SP.,7 years ago,2018-05-12 16:13:56+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWqQ0ryaTagSuikTWRVYXifP6lGrbo_9enMotN3H9jIikNecVE=s128-c0x00000000-cc-rp-mo-ba2,Itaú CEIC (Jabaquara)
ChIJh4WXFglazpQRnVrDXJrAtno,Cezar Reggio,5,What can I tell about this stellar ice cream shop. It's one of the few 5-star rated places by me. All here is spectacular. No further comments.,6 years ago,2019-03-06 13:26:29+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXB2ZFVFxT1yNa3-ZUfCcTxJ6wsBPzHpBgy0opqfZUs1ynGUQ8SCA=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJh4WXFglazpQRnVrDXJrAtno,Wagner Victor,5,No words to describe it. Go there and prove it. Try a mixture of pistacchio and 3 Cioccolato. The good news are that there are two stores in Santos City.,6 years ago,2019-02-07 11:33:22+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVIVTBXwVbQL0eJUFGx9-TT-Lkzurz764h4UsoK33digqbrBDpq=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJh4WXFglazpQRnVrDXJrAtno,Ankit Sharma,5,Best Gelato I had in Sao Paulo.,4 years ago,2021-03-25 23:05:25+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUNXDErdST1wA-K_vYXq6LDwyExWLHlcObGOgCgxlWd9aZ48okR=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJnz4POQlazpQRBz5dT7uilhU,P Muller,5,"Back in time. Same place, decoration and menu since 1977
Affordable and friendly
Not fancy,  but traditional
Very nice",11 months ago,2024-09-17 20:15:05+00:00,https://lh3.googleusercontent.com/a/ACg8ocJxeRHK83Wyo_7rTHB3yqkxkEc6k-H6vnhrvmvH69kTBKTTKA=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJnz4POQlazpQRBz5dT7uilhU,Vitoria Marine,1,"Nunca fui tão mal atendida na minha vida. Comprei uma coxa creme frita em que a carne estava duríssima, pedi para verem se poderia trocar e a gerente reclamou que eu pedi pra trocar, falou que pode ficar trocando pois o problema não era deles e sim do frigorífico. Depois de consegui que trocasse, estou esperando faz pelo menos 30 minutos por uma coxa nova, não falam comigo e nem posicionam se vão me dar outra ou não, estão fazendo de conta que não estou aqui. Uma pena pois eu era cliente de anos do espaço.
Quem não conhece, não recomendo.",a month ago,2025-07-12 21:23:15+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXc5Xz338MFElUAuSTw7omhi3VjVsERkrykLz_K7qtZmYBXpyt9=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJnz4POQlazpQRBz5dT7uilhU,Wagner,4,"Uma lanchonete antiga, dentro do Shopping Ibirapuera!!
Lanche de pernil bem saboroso, vale a pena!! Já provei outras vezes os salgados, vendem uma coxa creme deliciosa e também, doces portugueses! Já provei a tocha de fios de ovos, super recomendo.",a year ago,2024-03-12 01:56:58+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWhrKHJ0yEvT8SmWt44RegZAgmFz5zM46dA3fD96ac0nYEMhusi=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJnz4POQlazpQRBz5dT7uilhU,Caique Nassar,4,"Conheço essa lanchonete desde 1980 qdo vim para São Paulo. Me parece que o dono ainda é o mesmo. Salgados, lanches e sucos muito bons. Tem um sanduíche de pernil excelente. Gosto da esfiha de carne e do doce papo de anjo. Fica no Piso Jurupis, numa esquina bem defronte a Ofner. Vá conhecer. A limonada Suiça é uma delícia. Uma das melhores que já provei. Outros sabores tbem são muito saborosos.",6 years ago,2018-12-21 15:26:22+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWpVqVrZLLD_VVAXwsI7zAymXxyIhUAF_7jdOvEBPdpzLaZR3xKQA=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJnz4POQlazpQRBz5dT7uilhU,marcelo luz,2,Só duas mesas. Uma sendo usada e outra suja. Ao pedir para limpar o atendente disse que eu tinha que esperar porque estava atendendo. Então pedi uma bandeja que veio suja . Fui sentar no corredor do shopping. Enquanto outro funcionários conversavam atrás do balcão.,3 months ago,2025-05-01 14:39:18+00:00,https://lh3.googleusercontent.com/a-/ALV-UjW7ILM2UdE218EaAoQ3wn985KW_UyZLsuF0h0mRtmhCQAJispcs=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJc2F24LpQzpQRG-PJ7PWDnPo,José Eduardo Russo Peris,3,Food is good. Pretty standard options for these kind of places.,5 years ago,2020-02-20 17:38:43+00:00,https://lh3.googleusercontent.com/a/ACg8ocKUMNc0LCzFRYfrb0YykqX0OVnYE_VrGbO6UZtV3vGQnzCRWw=s128-c0x00000000-cc-rp-mo-ba2,Itaú CEIC (Jabaquara)
ChIJc2F24LpQzpQRG-PJ7PWDnPo,Henrique Loback,5,"Típica lanchonete de bairro, com a opção de lanches e pratos feitos. O prato executivo vem bem servido e bem saboroso. Gostinho de comida caseira. E ótimo atendimento e velocidade com o pedido. Recomendo.",11 months ago,2024-09-12 17:21:39+00:00,https://lh3.googleusercontent.com/a-/ALV-UjU6WTzkB9oRX6bSAe2lcyTL4e4YCOe8iaqRYeXjWvoj4tJZWx7h=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJc2F24LpQzpQRG-PJ7PWDnPo,Gabriel F,4,"Boteco clássico, pratos enormes, o filé a cubana dá FÁCIL pra três pessoas",a year ago,2023-08-25 22:14:24+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUe5xa-hC8sv6H8qtI65vrY84-ZWrQ1HiBE3eYcogX3XZweXOaj=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJc2F24LpQzpQRG-PJ7PWDnPo,Pereira Robson,5,"Atendimento maravilhoso , sim muito receptivo , adorei a comida ,atendimento  quem for almoçar na região eu recomendo.  Tudo salada fresquinha comida vem quente  ,super atentos parabéns a todos hoje estou de folga ,porém amanhã estarei aí sim ...",11 months ago,2024-09-04 10:32:26+00:00,https://lh3.googleusercontent.com/a/ACg8ocKf_KOV4O6IOCFV8r_bW4JVbI6ktaZnrqotJj3l1yBl83GgWQ=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJc2F24LpQzpQRG-PJ7PWDnPo,Adriano Anjos,3,"O lugar é legal, arejado e tem mesas do lado de fors também. A comida é ok, o file do parmegiana de frango estava meio estranho, frango anêmico. não gostei muito. E o preço não é dos melhores pelo que foi entregue. Pode melhorar a qualidade do frango.",6 years ago,2019-04-20 02:00:51+00:00,https://lh3.googleusercontent.com/a-/ALV-UjV9rR3BF7OMpOT1zVgoXfSW_bZcuEQxeaBDsDTD7K0djrSp6GUhbQ=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJYzsigwxazpQR9MpzWvrHfwM,glerton hugo,5,"If you’re visiting São Paulo, Quintal do Espeto is a must! The atmosphere is amazing — lively, warm, and perfect for a great night out. Marcos Paulo, our waiter, delivered top-notch service: super attentive and friendly. And Mayara, the manager, is always outstanding. Her presence and attention to detail make the experience even better. Highly recommend it!",a month ago,2025-06-28 01:07:07+00:00,https://lh3.googleusercontent.com/a/ACg8ocKCFQrrPhd1u9QYH10HLeJjxUDtxF_hc6llOiZja5InEWeaWA=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJYzsigwxazpQR9MpzWvrHfwM,Valentin Nicoara,4,"Nice atmosphere, food not great",6 months ago,2025-01-29 19:02:10+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXEui34T6chmgFPSKUR2Gz8BVDch9UNG5GzszDViU6PDpxqmTJliQ=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJYzsigwxazpQR9MpzWvrHfwM,Laio Rosito,5,"Excellent customer service, food, environment and great music.",5 months ago,2025-03-15 20:12:38+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVmXELNo9eSShwAZGWgAegWke4SOLylB4dDpfOL-17_6AqVFrt8=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJYzsigwxazpQR9MpzWvrHfwM,Anna Tham,5,Fun place to watch Flamengo games.,4 months ago,2025-03-21 01:11:11+00:00,https://lh3.googleusercontent.com/a/ACg8ocJf8qBv_hE3d9FZfY8oL68ZVPttn5uIWp5uXvfA8hJIacgorwk=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJYzsigwxazpQR9MpzWvrHfwM,Lucas Markarian,3,"Place for youngers and family, with nice variety of finger foods, even for vegetarians, and beers.
Attention for the sweets are suuuper sweet and low quality.",5 years ago,2019-11-20 23:49:07+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXM28HY8ljcz3qpTuenUVxdi9Tu5_5jK7KQkdvz9rt1Ee-XUwjP=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJu5-LPglazpQRYHE2ztTryhM,Christian Felipe,5,Nicee!! Good vibes yess!!😋🤤,2 months ago,2025-06-05 18:05:03+00:00,https://lh3.googleusercontent.com/a/ACg8ocIapyvW78UzrdfiVagV2AAz12Olyh1LVK1bzat4O0aEyNvVqOY=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJu5-LPglazpQRYHE2ztTryhM,Kauê Melo,3,"Food is great. But service needs improvement. Although it is self service, they charge 10% service. Cannot pay after weighting your dish; only before you leave. Takes too much time unnecessarily. It is not true: Buffet Express.",4 years ago,2020-10-07 00:23:20+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWSYFTldBvk11CPWXQ417Y_Fg_M62G-Cggqwr7w_1FVjXTCxAuN=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJu5-LPglazpQRYHE2ztTryhM,Satya Muley,4,Some food items like new york angus is really good. Can find in several shopping malls in Sao Paulo. Priced reasonably. Aroun 32 reais one may have a decent meal. Drinks extra. They do not deliver.,7 years ago,2018-06-02 23:38:01+00:00,https://lh3.googleusercontent.com/a/ACg8ocLxqHxEMABN22K7zXuYJWz0D7wkD5BKG1H8WAxnILOBNct_3w=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJu5-LPglazpQRYHE2ztTryhM,Simone Vega,4,The food is good but the service not that great. Take forever to someone come to our table when we were ready to pay.,6 years ago,2019-05-20 13:48:12+00:00,https://lh3.googleusercontent.com/a/ACg8ocJXSP0CMxyale3GoWqdhWFkwnFJiLOGSIfznX7aiIwQEFgROEM=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJu5-LPglazpQRYHE2ztTryhM,Adam H. Meadvin (Herbert),5,Lucas was great. Attentive and polite 👍,10 months ago,2024-09-26 22:00:44+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVWY-Qyrvk1HOAgljaxyRChJGhEZRXmTZZ19LEyah2-z6oHkWjtQw=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJ5ydgPglazpQRvwbFp5VTlgA,Rafael Vergili,4,"A rede Vivenda do Camarão, de modo geral, já foi melhor. Porém, a unidade do Shopping Ibirapuera é uma das que ainda conseguem se salvar. O atendimento geralmente é cordial e o tempo de entrega dos pratos é aceitável. Os preços são os mesmos praticados em outras lojas da rede. Para quem quer comer camarão sem gastar muito dinheiro (na comparação com casas especializadas desse segmento), é uma opção interessante, principalmente se pegar algum combo com entrada e sobremesa.",4 months ago,2025-03-25 00:53:30+00:00,https://lh3.googleusercontent.com/a-/ALV-UjV4UDtQkAY273QMVY6jl678o4Az9MsBmsOQw_l3Np3d0LsktVb_=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJ5ydgPglazpQRvwbFp5VTlgA,Betthy Oliver,1,Horrível  arroz ruim a batata eles não mandam frita so a palha o peixe não vem como vc pede demora demais a entrega dos pratos não indico,3 months ago,2025-04-17 16:56:33+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVuE4AlXB3HasVmckNJqL6R2vMz29QzfHJxFxtmN3xGzm4B29o=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJ5ydgPglazpQRvwbFp5VTlgA,Celso Martins Ferreira,3,"Desta vez nao gostei da comida. Ja faz tempo que costumo pedir Salmao grelhado com arroz, batata soute e molho de alcaparras. Desta vez pedi o Salmao grelhado mas troquei os acompanhamentos por risoto de camarao, seguindo a promocao atual. Ao pegar o prato ja veio um cheiro forte acima do normal, depois senti um gosto estranho e acido, diferente do gosto tipico do Salmao, o peixe estava muito seco e quebradico, era peixe velho e bem perto de estar estragado. E o risoto de camarao nao estava muito bom, com poucos camaroes e duros. Os pratos com Salmao sempre foram bons mas agora nao da mais pra pedir, nao comi quase nada e joguei tudo fora, lamentavel.",4 months ago,2025-03-25 10:37:19+00:00,https://lh3.googleusercontent.com/a/ACg8ocJUsnqCcKk5YG3icpky31z4zm_mu-ab_gGvCdIcNZ0w6R6w=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJ5ydgPglazpQRvwbFp5VTlgA,sergio bindel,1,"Demora de 40 minutos para entregar um macarrão frio, com 10 camarões, e peixe cru. Péssimo! Foi solicitado ao atendente para uma solução e ao invés de resolver chamou o cozinheiro, que simplesmente não veio.",a month ago,2025-07-14 14:48:40+00:00,https://lh3.googleusercontent.com/a/ACg8ocIqfcKka-nKSk-vWOnwjZBf7Ze2QqDimfn0f72prG3-ROZehA=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJ5ydgPglazpQRvwbFp5VTlgA,andretu07,3,Vivenda do camarão já foi um bom restaurante. Pedi um camarão a baiana que deixou a desejar. O sabor estava bom mas o molho veio um pouco frio e a batata palha um pouco murcha. Fiquei surpreso que retiraram a batata sauté dos acompanhamentos.,a year ago,2023-10-30 18:53:00+00:00,https://lh3.googleusercontent.com/a/ACg8ocIOjydRfPLZZ0iHzKDOJ6E7KIumFysxTwcMsdwEIVu6opJPpA=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJBZFuOQlazpQRXRUmFpSX_98,Caroline Tristao,5,"Atendimento impecável, mousse de chocolate zero perfeito, só a cheescake que estava borrachudo mas mesmo assim estava saboroso.",5 months ago,2025-03-06 16:41:00+00:00,https://lh3.googleusercontent.com/a-/ALV-UjXczji5NtXTIQM2afsACQZaoYXFQujycP2ncfqcDGGPgb9KWi4yEQ=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJBZFuOQlazpQRXRUmFpSX_98,Otilia Soares,1,"Eu sempre compro na Offner, mas hoje o atendimento estava caótico. 3 atendentes no balcão colocando o papo em dia e não querendo ser incomodadas por clientes. Pedi um bolo de morango com creme, quis escolher o pedaço, mas a atendente bem grossa disse que não poderia pegar. Pegaria o que estava mais fácil. Estranhei, pois em outras unidades sempre escolhi e fui muito bem atendida. Infelizmente não anotei o nome da mal humorada. 😠",in the last week,2025-08-07 19:43:29+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUasGPzR1XOiGoFZFkdWLSpycFc0DJmAfFO36mBAjN0aJbgkvs=s128-c0x00000000-cc-rp-mo-ba2,Itaú CEIC (Jabaquara)
ChIJBZFuOQlazpQRXRUmFpSX_98,Walmir Martins,4,"Adoro a Ofner...mas... fala sério: pratinho de plástico? Talheres de plástico? Vale a pena essa economia?(pelo que sei isso começou na pandemia e deveria voltar como sempre foi... pratos de louça e talheres). Funcionária que tem posto de comando falando alto com funcionários dentro do balcão não é legal. O café está irrepreensível. O Tiramisu dos deuses... coxinha de camarão ótima ( mas com casca de camarão no recheio.. isso é ruim... vamos corrigir), empada de frango muito boa. Por favor, vamos manter o padrão e a qualidade de tudo? Ou a empresa vai ficar cada vez mais parecida com o Oxxo da esquina?",a year ago,2023-11-12 22:49:26+00:00,https://lh3.googleusercontent.com/a-/ALV-UjW2MRx3aqPFpd_cCV_YcR_txvMNpU_qPqR4ItsDV9ggOUvjuVdX=s128-c0x00000000-cc-rp-mo-ba6,Itaú CEIC (Jabaquara)
ChIJBZFuOQlazpQRXRUmFpSX_98,Taiana Valois,1,"Se tivesse como não dar nenhuma estrela, seria mais coerente com o que passamos nesse estabelecimento!
Eu e minha família , sempre, frequentamos a Ofner, inclusive gostávamos muito.Mas, nunca tivemos um atendimento tão ruim em toda a nossa vida!!!
Sentamos para tomar café em família, lá não estava lotado, tinham algumas mesas sobrando.
Pedimos nossos lanches e após uma demora de 45 minutos, fomos lá averiguar porque tanta demora, já que pedimos 2 cafés,, um suco pronto e 2 bolinhos de bacalhau …
Pois bem, falaram que estavam com problema no forno, por isso a demora.Ocorre que a família da mesa ao lado, que chegou bem depois de nós , com o mesmo número de pessoas, foi atendida na nossa frente.
Ali eu já vi que eles estavam sem controle de nada no atendimento.
Esperei, mais uma meia hora, mais de uma hora de espera já. Só que não parou aí, os 2 bolinhos de bacalhau vieram gelados, isso mesmo: Gelados, tipo empedrado de gelo.
Aquilo para mim, foi o ápice, depois de todo atendimento ruim.
A gerente ignorou a reclamação, quando voltamos lá e disse que ia esquentar novamente.
Me parece então que ela quis piorar a situação mais ainda, ou o funcionário que esquentou, não sei ao certo, toda a equipe estava mal preparada ali.
Esquentaram muito, mas muito mesmo que passou do ponto total: o bacalhau ficou ressecado, quase queimado e borrachudo …. Ele não dissolvia na boca, e parecia um pedaço de borracha!!!
Ah eles requentaram o mesmo bacalhau que tínhamos mordido congelado, não se importaram em vir um novo salgado, não  nos pediram nenhuma desculpas, pareciam até estar se divertindo… Demoraram mais uns 20 minutos e nós tivemos que jogar fora por algo que eles vendem como Excelência !!!",4 months ago,2025-03-20 20:21:30+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWZLhUNyUoRDimtiPVJoDZBYfhagr0hGVAGl4iX7DwYdXtq2WCFoQ=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJBZFuOQlazpQRXRUmFpSX_98,Fabio Koiti,5,"Atualização: 13/01/2025
Parece estranho falar de panetone em janeiro, mas tenho comido essa iguaria com parcimônia após a generosa liberação da minha nutricionista. Finalmente, cheguei ao Mousse de Chocolate Zero Açúcar! (Já alerto que o item não se encontra mais à venda no site da Ofner, infelizmente.)
Mesmo assim, não poderia deixar de mencionar. Massa de fermentação natural, gotas de chocolate meio amargo, recheado com creme de chocolate - zero açúcar ou sem adicionais. Peso: 650 g (líquido). Tamanho: médio.
Kabum! O sabor parecia muito com o de uma sobremesa açucarada padrão! Espantoso! Massa: macia, úmida, salpicada por muitas gotas. Recheio: cremoso, caldoso, saboroso. No paladar, chocolate mais para o amargo. Nível de açúcar balanceado (""nem para mais, nem para menos"").
Como sempre, recomendo verificar antecipadamente com seu médico sobre a ingestão de alimentos dietéticos. Neste, foram usados como adoçantes: maltitol, maltodextrina e sucralose.
Agora, é segurar a ansiedade pela próxima fornada no fim do ano. Congratulações a Ofner por essa obra-prima para diabéticos!

Para saber mais da Ofner e de outros itens, é só conferir o comentário abaixo.
-----
O Mousse de Chocolate Zero Açúcar (R$ 20,90) foi uma surpresa excelente para diabéticos! Para escapar da tirania dos sorvetes (geralmente a única opção em shopping centers), eis uma alternativa para quem tem restrição de açúcar. Tamanho médio, 110 gramas. Adornado por um disco de chocolate amargo no topo e granulados de nibis de cacau. Não é vegano, ok? 26 g de carboidratos e 16 g de gorduras totais. Feito com maltodextrina. Textura agradável e bastante próxima da de um mousse padrão. Adocicado em ponto exato - sem lembrar nada de qualquer amargor artificial. Como é armazenado em refrigerador para consumo imediato, sua estrutura não chegou até o final. Diria ter durado até 75% do consumo. O nibis funcionou bem como um granulado saudável em efeito visual, psicológico e de gustação.
A rede paulistana Ofner de cafeteria e doceria tem 70 anos de tradição e 24 lojas. Assim, acho injusta a crítica quanto ao serviço e ambiente da unidade do piso Jurupis (subsolo) do shopping. Está mais para um quiosque encaixado em uma esquina e próximo da área de alimentação principal. Sem espaço próprio de mesas. Há algumas na frente da loja, porém sem reserva para uso.
Mesmo assim, o time trabalha ao máximo para zerar a fila do caixa, entregar pedidos da vitrine (salgados e sobremesas), vender itens de confeitaria e chocolates, servir cafés e ainda cuidar da geladeira de sorvetes. Boa parte da muvuca dessa unidade vem do alto volume. Quem prefeir mais infraestrutura, prefira a unidade do piso Moema (2º andar), com atendimento a la carte e assentos exclusivos da loja.
Recomendo passar por ali para um café rápido ou alguma compra to-go. Com esse propósito em mente, essa unidade Ofner atenderá esplendidamente bem - com sua alta qualidade e seu padrão incrível tradicional de coxinhas, panetones, folhados, espressos e gelados.",7 months ago,2025-01-13 12:45:07+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUkuq3yD9PLD1A8keLE73uHi1KmxzX2szAF6srbGlDjT2KIgD60Fw=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJAxoIvQlazpQRBqMVx396EYw,Vitória Costa,5,"Pedi num domingo à noite e veio super rápido e recheada! Veio até mais strogonoff do que imaginei! É gostosa mas não é UAU, é bom pra quem tá com fome. A entrega foi super rápida e rastreável pelo ifood, o que é ótimo pra quem é ansioso!!",3 weeks ago,2025-07-22 01:56:35+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUMFd2Se2pVwM_leXNwy260csM5L_xcalNe0zJWP17wth_5qp3BJA=s128-c0x00000000-cc-rp-mo-ba3,Itaú CEIC (Jabaquara)
ChIJAxoIvQlazpQRBqMVx396EYw,Alessandra Macarini,1,"Comer depende do bom humor da atendente, da medo . O nhoc recheado tava bom mas a batata vem seca e pouco recheio",2 weeks ago,2025-07-24 19:04:52+00:00,https://lh3.googleusercontent.com/a-/ALV-UjUAWYkmrEx1ub43tCc0dYuQCkGV0s5WkYFEJ9lZ9Dzr5G69P6ZN=s128-c0x00000000-cc-rp-mo-ba2,Itaú CEIC (Jabaquara)
ChIJAxoIvQlazpQRBqMVx396EYw,Nicole Garcia,2,"Comprei uma batata recheada com 4 queijos e champignon. Era pequena, com pouco recheio e estava sem tempero. Infelizmente não valeu a pena.",9 months ago,2024-11-11 01:52:28+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVx9GdyLz4z5sJwFLFSzoJjfkAwZWw-G9ab0d4-x8Jna1gOPJLUbw=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
ChIJAxoIvQlazpQRBqMVx396EYw,Gabriel Moraes,5,"Local tradicional em São Paulo, com diversas unidades em shoppings na cidade.
A batata recheada é o carro chefe da casa e todos os recheios sempre são bons (o  strogonoff de carne poderia melhorar).
O atendimento no caixa foi um pouco confuso mas a moça bem simpática e os preços são justos para as localidades que estão.
Tive uma boa experiência.",a year ago,2023-08-20 14:19:32+00:00,https://lh3.googleusercontent.com/a-/ALV-UjV-gg6qEdWI8lviVBicOK7sLIrPDSvSyYFwSwf31e5ybNQ-Xu51=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJAxoIvQlazpQRBqMVx396EYw,Yasmin Santana,1,"Tô bem insatisfeita com a comida , pedi uma feijoada, veio fria e o arroz sem gosto nenhum , um refresco só água, repolho com gosto horrível,não entendi o talher de madeira vim pra comer uma feijoada, tô muito chateada de ter gastado meu dinheiro nesse lugar .",4 months ago,2025-04-12 17:06:17+00:00,https://lh3.googleusercontent.com/a-/ALV-UjWL3BEE5VmuFGXVVdVF-afy9O0-q98eyp39B37FPqBDufpWaS2JAQ=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJI9jGHahQzpQRZ1D5TZICZpw,Pabie Giselle Tabo,5,Funny concept. Didn't expect to see such a place in Brazil. The service was friendly. Google Translate is needed though if you since speak Portuguese. Food portion was good. I enjoyed the ribs. Good for families.,2 months ago,2025-06-05 22:11:24+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVcN-pSJSU65qLUqFUy9Ojp5buQy-epS_PZANo8jOMOuZteZg6d=s128-c0x00000000-cc-rp-mo,Itaú CEIC (Jabaquara)
ChIJI9jGHahQzpQRZ1D5TZICZpw,Peter Naumann,3,"This solo visit was great. Chiling at the bar, well hosed, having good food and outstanding FRANZISKANER.
Thanks for a nice end of this Friday.

Added another three visits. Today I had the worst restaurant experiance ever.
.. no Bred
.. just got the last Franziskaner
.. no Dessert, as usually offered.

Finally no good explain, cause no english

THANKS

... an other great visit today. Look at this delitious desert...",7 years ago,2017-10-18 22:46:29+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVqH47dbn0vRSOQ-Q_tX1wfmyVQNoC-UOW3kwZ-hhOVP8YHWzg=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJI9jGHahQzpQRZ1D5TZICZpw,Matheus Moreira,3,"Always packed. The service is not so good, while they have a few very good waiters, they also have those who barely pay attention to the customer. Basic american bar food, nothing special about it.",8 years ago,2017-08-14 22:27:24+00:00,https://lh3.googleusercontent.com/a-/ALV-UjX9vHQOflXA0HnCUNLuOcI3JDPnKHHXqGGS-ouL9OpxDD_vQJhV=s128-c0x00000000-cc-rp-mo-ba4,Itaú CEIC (Jabaquara)
ChIJI9jGHahQzpQRZ1D5TZICZpw,Jorge Rosales,4,"The place is very well located, the atmosphere is great as well as the service. I ate there two times, different steaks, a little bit overcooked but still good steaks. Highly recommended!",a year ago,2024-06-27 22:21:06+00:00,https://lh3.googleusercontent.com/a-/ALV-UjVxdbMGyvdyR54zJ4YZMLTmW4U6uW95OtvpNqN4myxSF5FDto7GhQ=s128-c0x00000000-cc-rp-mo-ba5,Itaú CEIC (Jabaquara)
