PlaceId,Nome,Endereco,Telefone,Website,Avaliacao,TotalAvaliacoes,FaixaPreco,Tipos,Latitude,Longitude,Horario_Semana,AbertoAgora,StatusNegocio,Regiao
ChIJf-T2-wBazpQRiZHf1rrois4,Hito Culinária Japonesa,"R. Inhambu, 720 - Moema, São Paulo - SP, 04515-030, Brazil",+55 11 5055-7077,http://hitosushi.com.br/,4.3,1745.0,3.0,"establishment, food, point_of_interest, restaurant",-23.6010423,-46.6683876,"Monday: 12:00 – 2:30 PM, 7:00 – 11:00 PM; Tuesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM; Wednesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM; Thursday: 12:00 – 2:30 PM, 7:00 – 11:00 PM; Friday: 12:00 – 2:30 PM, 7:00 PM – 12:00 AM; Saturday: 12:00 – 4:00 PM, 7:00 PM – 12:00 AM; Sunday: 12:00 – 4:00 PM, 7:00 – 11:00 PM",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJYVfk_gNazpQRX0VNOUIVTmc,Temakeria japanese food,"Av. Sabiá, 356 - Indianópolis, São Paulo - SP, 04515-000, Brazil",+55 11 2729-9704,,4.1,1081.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6003392,-46.6656619,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 11:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJfeWjWwBazpQRT2NAfKdSKvQ,Museo Verónica,"Rua Tuim, 370 - Vila Uberabinha, São Paulo - SP, 04514-100, Brazil",+55 11 5051-2654,,4.5,1877.0,2.0,"bar, establishment, food, point_of_interest, restaurant",-23.6001971,-46.66904,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 5:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJER1okP9ZzpQRkakNMTqp3Kw,Restaurante America Moema,"Condomínio Edifício The Special Residence & Flat - Rua Tuim, 18 - Moema, São Paulo - SP, 04511-070, Brazil",+55 11 5644-2222,https://www.restauranteamerica.com.br/,4.2,1348.0,3.0,"establishment, food, meal_delivery, point_of_interest, restaurant",-23.5978835,-46.6671533,Monday: 11:30 AM – 11:00 PM; Tuesday: 11:30 AM – 11:00 PM; Wednesday: 11:30 AM – 11:00 PM; Thursday: 11:30 AM – 11:00 PM; Friday: 11:30 AM – 11:00 PM; Saturday: 11:30 AM – 11:00 PM; Sunday: 11:30 AM – 11:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ_zZ5GQJazpQRgUeGix9gwO8,Pé no Parque Restaurante,"R. Inhambu, 240 - Vila Uberabinha, São Paulo - SP, 04520-010, Brazil",+55 11 5051-3376,,4.5,3447.0,2.0,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.5977792,-46.6653916,Monday: 10:00 AM – 12:00 AM; Tuesday: 10:00 AM – 12:00 AM; Wednesday: 10:00 AM – 12:00 AM; Thursday: 10:00 AM – 12:00 AM; Friday: 10:00 AM – 12:00 AM; Saturday: 10:00 AM – 12:00 AM; Sunday: 10:00 AM – 12:00 AM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJMbzAd_9ZzpQRcYZzNz6hmr8,Empório Frutaria,"Av. Hélio Pellegrino, 198 - Vila Nova Conceição, São Paulo - SP, 04512-001, Brazil",+55 11 3853-7147,,4.3,1700.0,2.0,"establishment, food, grocery_or_supermarket, point_of_interest, restaurant, store",-23.5972053,-46.6680307,Monday: 10:00 AM – 11:00 PM; Tuesday: 10:00 AM – 11:00 PM; Wednesday: 10:00 AM – 11:00 PM; Thursday: 10:00 AM – 11:00 PM; Friday: 10:00 AM – 11:00 PM; Saturday: 9:00 AM – 11:00 PM; Sunday: 9:00 AM – 11:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJSSbCcP9ZzpQRG8Fa7T8Ff5Y,Hamburgueria Bullguer,"R. Diogo Jácome, 606 - Vila Nova Conceição, São Paulo - SP, 04512-001, Brazil",,http://bullguer.com/,4.5,4097.0,2.0,"establishment, food, point_of_interest, restaurant",-23.5971131,-46.6679397,Monday: 11:30 AM – 11:00 PM; Tuesday: 11:30 AM – 11:00 PM; Wednesday: 11:30 AM – 11:00 PM; Thursday: 11:30 AM – 11:00 PM; Friday: 11:30 AM – 11:00 PM; Saturday: 11:30 AM – 11:00 PM; Sunday: 11:30 AM – 11:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJY75LawVazpQRwBw8A7VNAKw,Fran's Café,"Av. Jamaris, 100 - Torre 1 - Indianópolis, São Paulo - SP, 04078-000, Brazil",+55 11 5053-2559,http://www.franscafe.com.br/,4.3,1380.0,2.0,"cafe, establishment, food, point_of_interest, restaurant, store",-23.6052257,-46.6615346,Monday: 7:00 AM – 10:30 PM; Tuesday: 7:00 AM – 10:30 PM; Wednesday: 7:00 AM – 10:30 PM; Thursday: 7:00 AM – 10:30 PM; Friday: 7:00 AM – 10:30 PM; Saturday: 7:00 AM – 10:30 PM; Sunday: 7:00 AM – 10:30 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJq6o6sBpazpQRGwqPKkiWp3M,Kadô Sushi Bar - Moema,"Av. Divino Salvador, 61 - Indianópolis, São Paulo - SP, 04078-010, Brazil",+55 11 5052-0040,https://lp.kadosushibar.com.br/kado-sushi-moema/,4.7,5219.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6041893,-46.6603764,"Monday: 12:00 – 3:00 PM, 6:30 – 11:00 PM; Tuesday: 12:00 – 3:00 PM, 6:30 – 11:00 PM; Wednesday: 12:00 – 3:00 PM, 6:30 – 11:00 PM; Thursday: 12:00 – 3:00 PM, 6:30 – 11:00 PM; Friday: 12:00 – 3:00 PM, 6:30 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJqylRQwVazpQRURC45wD7_YA,Tony & Thais,"Av. Divino Salvador, 104 - Planalto Paulista, São Paulo - SP, 04028-000, Brazil",+55 11 5051-2097,,,,1.0,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6047571,-46.6603747,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJL4WExBpazpQRTeU6OPWGV0Q,Top Lanches do Marcinho,"Alameda Iraé, 421 - Moema, São Paulo - SP, 04075-000, Brazil",+55 11 5051-2209,,4.8,696.0,1.0,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6030916,-46.6599831,Monday: 6:00 AM – 12:00 AM; Tuesday: 6:00 AM – 12:00 AM; Wednesday: 6:00 AM – 12:00 AM; Thursday: 6:00 AM – 12:00 AM; Friday: 6:00 AM – 12:00 AM; Saturday: 6:00 AM – 12:00 AM; Sunday: 6:00 AM – 12:00 AM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJwRy8O_9ZzpQR7R5c0yZTbxM,Jaber especialidades árabes VILA NOVA,"R. Afonso Braz, 281 - Vila Nova Conceição, São Paulo - SP, 04511-010, Brazil",+55 11 3842-8354,http://www.jaber.com.br/,4.3,417.0,2.0,"establishment, food, grocery_or_supermarket, point_of_interest, restaurant, store",-23.5958534,-46.6665378,Monday: 10:00 AM – 10:00 PM; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 10:00 AM – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJy8epHDFYzpQR-0NvcWvFuzA,Mercearia do Francês,"R. Afonso Braz, 200 - Vila Nova Conceição, São Paulo - SP, 04511-000, Brazil",+55 11 3045-8332,http://www.merceariadofrances.com.br/,4.4,1060.0,3.0,"establishment, food, point_of_interest, restaurant",-23.5957778,-46.6654323,"Monday: Closed; Tuesday: 11:45 AM – 3:00 PM, 6:45 – 10:00 PM; Wednesday: 11:45 AM – 3:00 PM, 6:45 – 10:00 PM; Thursday: 11:45 AM – 3:00 PM, 6:45 – 10:00 PM; Friday: 11:45 AM – 3:00 PM, 6:45 – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 7:00 AM – 8:00 PM",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJx8mXOrxazpQRetRG1bfuT2Q,Feijão de Corda,"Av. Santa Catarina, 2384 - Vila Santa Catarina, São Paulo - SP, 04378-400, Brazil",+55 11 5565-7225,,4.3,4108.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6545387,-46.656758,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJRb76DYhazpQR4pYYKzKv1dw,Via Sapore,"R. Gustavo da Silveira, 825 - Vila Santa Catarina, São Paulo - SP, 04376-002, Brazil",+55 11 5671-7300,http://www.viasapore.com.br/,4.5,114.0,2.0,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6521113,-46.6571601,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJj4mXur1azpQRu1q9g8sQHis,Bar do Chico,"Av. Santa Catarina, 2203 - Jabaquara, São Paulo - SP, 04378-400, Brazil",+55 11 5678-3416,,4.5,47.0,2.0,"bar, establishment, food, point_of_interest, restaurant",-23.6533425,-46.6577823,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJsXpNtL1azpQRoIUyN_z96Tg,Posto Ipiranga,"Av. Santa Catarina, 2276 - Vila Sao Paulo, São Paulo - SP, 04378-200, Brazil",+55 19 5563-9718,https://portal.ipiranga/,3.9,116.0,,"car_repair, car_wash, convenience_store, establishment, food, gas_station, point_of_interest, restaurant, store",-23.6538692,-46.6573416,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJXeRJ70xFzpQRzgK8wFvi9Bc,Pedacinho de Amor,"R. Coriolano Durand, 601 - Vila Santa Catarina, São Paulo - SP, 04375-050, Brazil",+55 11 98678-2892,http://www.facebook.com/pedacinhodeamor,4.5,2.0,,"establishment, food, point_of_interest, restaurant, store",-23.6534433,-46.6565219,Monday: 12:00 – 10:00 PM; Tuesday: 9:00 AM – 9:00 PM; Wednesday: 9:00 AM – 9:00 PM; Thursday: 9:00 AM – 9:00 PM; Friday: 12:30 – 10:00 PM; Saturday: Open 24 hours; Sunday: 10:00 AM – 9:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJX9TgrL5azpQRKjTpAUd53Vo,Big Boy,"Av. Santa Catarina, 2526 - Vila Mascote, São Paulo - SP, 04378-200, Brazil",+55 11 5563-7160,,3.8,813.0,2.0,"bar, establishment, food, point_of_interest, restaurant",-23.6556274,-46.6556873,Monday: 8:00 AM – 2:00 AM; Tuesday: 8:00 AM – 2:00 AM; Wednesday: 8:00 AM – 2:00 AM; Thursday: 8:00 AM – 2:00 AM; Friday: 8:00 AM – 2:00 AM; Saturday: 8:00 AM – 2:00 AM; Sunday: 8:00 AM – 2:00 AM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJi_sU1r1azpQRjEU1zem6IOs,Pizzaria São Lucas,"R. Coriolano Durand, 541 - Vila Santa Catarina, São Paulo - SP, 04375-050, Brazil",+55 11 5678-4395,https://app.anota.ai/m/eDbW-Jbhw,4.2,242.0,1.0,"establishment, food, point_of_interest, restaurant",-23.6532278,-46.65611939999999,Monday: Closed; Tuesday: 6:00 – 11:00 PM; Wednesday: 6:00 – 11:00 PM; Thursday: 6:00 – 11:00 PM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJe2BYHKVazpQRCffkZdmsSoI,Casa Palma Restaurante,"R. Prof. Azevedo Antunes, 130 - Jardim Jabaquara, São Paulo - SP, 04384-070, Brazil",+55 11 5198-8505,http://www.casapalmarestaurante.com.br/,4.4,417.0,2.0,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",-23.6606185,-46.66257359999999,Monday: 11:00 AM – 3:00 PM; Tuesday: 11:00 AM – 3:00 PM; Wednesday: 11:00 AM – 3:00 PM; Thursday: 11:00 AM – 3:00 PM; Friday: 11:00 AM – 3:00 PM; Saturday: 11:00 AM – 3:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJs1eNLrtazpQRyFxbJK80_rA,Porções de Amor,"R. Samuel Palmer - Jardim Jabaquara, São Paulo - SP, 04383-075, Brazil",+55 11 97332-1879,,4.0,1.0,,"establishment, food, point_of_interest, restaurant",-23.6591136,-46.660444,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJxwm6C6VazpQRtt0W4nA04ro,Casa Palma Breads and Pastries,"Av. Cupecê, 2100 - Jardim Jabaquara, São Paulo - SP, 04366-000, Brazil",,,4.1,2193.0,2.0,"bakery, bar, establishment, food, point_of_interest, restaurant, store",-23.6613939,-46.6636034,Monday: 6:00 AM – 10:00 PM; Tuesday: 6:00 AM – 10:00 PM; Wednesday: 6:00 AM – 10:00 PM; Thursday: 6:00 AM – 10:00 PM; Friday: 6:00 AM – 10:00 PM; Saturday: 6:00 AM – 10:00 PM; Sunday: 6:00 AM – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJyZQzp_tbzpQR4z-o84lV7PM,Comidaria Sabor na Medida,"R. Alberto Sampaio - Vila Santa Catarina, São Paulo - SP, 04373-030, Brazil",+55 11 99799-8436,https://pedido.anota.ai/loja/comidaria_sabor_na_medida?f=msa,5.0,14.0,,"establishment, food, point_of_interest, restaurant",-23.6551532,-46.6605009,Monday: 12:00 – 10:00 PM; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 10:00 PM; Saturday: Closed; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJS7eX1EdFzpQRYjt9KCmYmmM,M2K Burguer,"R. Amorim, 100 - Conj. Res. Jardim Canaa, São Paulo - SP, 04382-190, Brazil",+55 11 91460-0243,https://m2kburguer.com.br/,5.0,2.0,,"establishment, food, point_of_interest, restaurant",-23.6555245,-46.6622111,,,CLOSED_TEMPORARILY,Itaú CEIC (Jabaquara)
ChIJ4ZjCuzJbzpQRQ6SLx1sheoc,Paula cakes,"Rua Calasans, 407 - Vila Santa Catarina, São Paulo - SP, 04369-090, Brazil",+55 11 95396-3606,,5.0,13.0,,"bakery, establishment, food, point_of_interest, restaurant, store",-23.6566152,-46.6598135,Monday: Closed; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ1Y6m6J5bzpQR8eyFPpbjcKo,Pizzaria Miguelitos,"Zap (11) 989164163 -Fixo (11) 56784997 - R. Conselheiro Elias de Carvalho, 718 - Vila Santa Catarina, São Paulo - SP, 04373-000, Brazil",+55 11 5678-4997,,4.7,64.0,1.0,"establishment, food, point_of_interest, restaurant",-23.653743,-46.6606218,Monday: Closed; Tuesday: 6:30 – 11:45 PM; Wednesday: 6:30 – 11:45 PM; Thursday: 6:30 – 11:45 PM; Friday: 6:30 – 11:45 PM; Saturday: 6:30 – 11:45 PM; Sunday: 6:30 – 11:45 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJTYmbvIJbzpQRguYhS_Z51qo,pastel com borda,"R. Belford Duarte, 984 - Jabaquara, São Paulo - SP, 04375-000, Brazil",+55 11 95206-0741,https://www.instagram.com/pastelcom.borda/,4.9,20.0,,"establishment, food, point_of_interest, restaurant",-23.6573259,-46.659658,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 1:00 – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJBVJxvBNbzpQRHELCnIY23O8,Novo Tempo Restaurante e Lanchonete delivery,"R. das Cavas, 6A - Vila Santa Catarina, São Paulo - SP, 04370-030, Brazil",+55 11 95289-9486,,,,,"establishment, food, meal_delivery, point_of_interest, restaurant",-23.6534298,-46.6619859,Monday: 11:45 AM – 6:00 PM; Tuesday: 11:45 AM – 6:00 PM; Wednesday: 11:45 AM – 6:00 PM; Thursday: 11:45 AM – 6:00 PM; Friday: 11:45 AM – 6:00 PM; Saturday: 11:45 AM – 6:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ_QXcmvFbzpQRb1S89yRKgDQ,Rix Bar e Espetaria,"R. Antônio Alves Teixeira, 43 - Jabaquara, São Paulo - SP, 04383-037, Brazil",+55 11 95470-9064,,,,,"establishment, food, point_of_interest, restaurant",-23.6574123,-46.6589604,Monday: Closed; Tuesday: 1:00 PM – 12:00 AM; Wednesday: 1:00 PM – 12:00 AM; Thursday: 1:00 PM – 12:00 AM; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJkboXqcRbzpQRHQx1sEtvwk0,FatDog e Pastelaria,"R. Costa Gomes, 52 - Vila Canaã, São Paulo - SP, 04382-130, Brazil",+55 11 99467-7785,https://fatdog-e-pastelaria.ola.click/products,5.0,4.0,,"establishment, food, point_of_interest, restaurant",-23.6567861,-46.6632846,"Monday: 12:00 – 3:00 AM; Tuesday: Closed; Wednesday: 6:00 – 11:30 PM; Thursday: 12:00 – 2:00 AM, 6:00 – 11:30 PM; Friday: 12:00 – 2:00 AM, 6:00 – 11:30 PM; Saturday: 12:00 – 3:00 AM, 6:00 – 11:30 PM; Sunday: 12:00 – 3:00 AM, 6:00 – 11:30 PM",False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJs3kSpKRazpQRbccMFY77aSE,Restaurante França,"R. Antônio Alves Teixeira, 355 - Jardim Jabaquara, São Paulo - SP, 04383-037, Brazil",,,,,,"establishment, food, point_of_interest, restaurant",-23.6580896,-46.6617448,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJr2jlZKJazpQR4edRsplefBY,Bicudo Churrascaria,"R. Contos Gauchescos, 645 - Vila Santa Catarina, São Paulo - SP, 04369-000, Brazil",+55 11 91094-3443,,4.5,1091.0,1.0,"bar, establishment, food, point_of_interest, restaurant",-23.6545514,-46.6637087,Monday: 11:00 AM – 3:00 PM; Tuesday: 11:00 AM – 3:00 PM; Wednesday: 11:00 AM – 3:00 PM; Thursday: 11:00 AM – 3:00 PM; Friday: 11:00 AM – 3:00 PM; Saturday: 11:00 AM – 3:00 PM; Sunday: 11:00 AM – 3:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ82YtRxhbzpQRxw0IM0QVsTU,Dodas Lanchonete,"Rua: Comendador Alfaia Rodrigues - R. Comendador Alfaia Rodrigues, 32 - Vila Santa Catarina, São Paulo - SP, 04383-010, Brazil",+55 11 97016-1306,,5.0,1.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6579345,-46.6623619,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJxXRMfxxbzpQRau9o68R2A6k,Bar e Restaurante do Trânsito,"R. Coriolano Durand, 781 - Vila Santa Catarina, São Paulo - SP, 04375-050, Brazil",+55 11 2400-3006,,4.6,65.0,,"establishment, food, point_of_interest, restaurant",-23.6545738,-46.6578619,Monday: 6:00 AM – 10:00 PM; Tuesday: 6:00 AM – 10:00 PM; Wednesday: 6:00 AM – 10:00 PM; Thursday: 6:00 AM – 10:00 PM; Friday: 6:00 AM – 10:00 PM; Saturday: 6:00 AM – 10:00 PM; Sunday: 9:00 AM – 5:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJN0nFnaRazpQRDqz7jeWuTHs,Naide Pastel,"R. Comendador Alfaia Rodrigues, 1 - B - Jardim Jabaquara, São Paulo - SP, 04383-010, Brazil",,,4.6,70.0,,"establishment, food, point_of_interest, restaurant",-23.6579909,-46.6624096,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 8:00 PM; Saturday: 7:00 AM – 8:00 PM; Sunday: 7:00 AM – 8:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ1U-Tpr1azpQR3t8kTgyLHSo,ENGENHO DO SABOR RESTAURANTE,"R. Franklin Magalhães, 723 - Vila Santa Catarina, São Paulo - SP, 43740-000, Brazil",+55 11 5564-3986,http://www.engenhodosabor.com.br/,4.2,488.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6534254,-46.6581267,Monday: 11:00 AM – 3:00 PM; Tuesday: 11:30 AM – 3:00 PM; Wednesday: 11:30 AM – 3:00 PM; Thursday: 11:30 AM – 3:00 PM; Friday: 11:30 AM – 3:00 PM; Saturday: 11:30 AM – 3:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJf53Qnr1azpQRwDuAFIKWFVc,Bar Rei da Catarina,"Av. Santa Catarina, 2190 - Vila Santa Catarina, São Paulo - SP, 04378-200, Brazil",,,3.5,2.0,,"establishment, food, point_of_interest, restaurant",-23.6532451,-46.6578829,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ7UO4ur1azpQRY7t-JCukH38,O Tripulante Restaurante,"Vila Santa Catarina, São Paulo - State of São Paulo, 04378-200, Brazil",,,5.0,2.0,,"establishment, food, point_of_interest, restaurant",-23.6533181,-46.65781700000001,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJc6kYqIdbzpQRx0W-H3MLeeE,Marmitaria - A Casa é sua,"R. Alto do Bonfim, 691 - Conj. Res. Jardim Canaa, São Paulo - SP, 04382-070, Brazil",+55 11 98643-5021,https://diggy.menu/65bd71c983b26bdd4c167c85,4.3,7.0,,"establishment, food, meal_delivery, point_of_interest, restaurant",-23.6555384,-46.6646835,Monday: 10:30 AM – 3:00 PM; Tuesday: 10:30 AM – 3:00 PM; Wednesday: 10:30 AM – 3:00 PM; Thursday: 10:30 AM – 3:00 PM; Friday: 10:30 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJzV4jNLxazpQRKCJ1PFnLWtM,Bakery Sta Catarina,"Av. Santa Catarina, 2300 - Vila Santa Catarina, São Paulo - SP, 04378-400, Brazil",+55 11 5566-1317,,4.2,2316.0,1.0,"bakery, establishment, food, point_of_interest, restaurant, store",-23.6540782,-46.65716519999999,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJw0OSd9BbzpQRXonyG4UbVfI,Pastel de Ouro,"Av. Santa Catarina, 2042 - Vila Santa Catarina, São Paulo - SP, 04378-100, Brazil",+55 11 95832-8118,https://pasteldeouro.saipos.com/home,,,,"establishment, food, point_of_interest, restaurant",-23.6522739,-46.6589048,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 10:00 PM; Friday: 9:00 AM – 10:00 PM; Saturday: 9:00 AM – 11:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJFRV58rJbzpQR2BYA7p5r76I,Quintal da vila,"Av. Santa Catarina, 2042 - Vila Santa Catarina, São Paulo - SP, 04378-500, Brazil",+55 11 95425-8578,,,,,"bar, establishment, food, point_of_interest, restaurant",-23.6522597,-46.6588886,Monday: 11:00 AM – 4:00 PM; Tuesday: 11:00 AM – 4:00 PM; Wednesday: 11:00 AM – 4:00 PM; Thursday: 11:00 AM – 4:00 PM; Friday: 11:00 AM – 4:00 PM; Saturday: 11:00 AM – 4:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJCVzjDQBbzpQRlH38VrzVYwc,Gato Grill Santa Catarina,"Av. Santa Catarina, 2077 - Vila Mascote, São Paulo - SP, 04378-400, Brazil",+55 11 96062-1882,,3.0,2.0,,"establishment, food, point_of_interest, restaurant",-23.6522996,-46.6586539,Monday: 7:00 PM – 2:00 AM; Tuesday: 7:00 PM – 2:00 AM; Wednesday: 7:00 PM – 2:00 AM; Thursday: 7:00 PM – 2:00 AM; Friday: 7:00 PM – 2:00 AM; Saturday: 7:00 PM – 2:00 AM; Sunday: 7:00 PM – 2:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJobFErnhbzpQRDXOVw43bIjo,Boteco Vila Santa Catarina,"Av. Santa Catarina, 2277 - Vila Mascote, São Paulo - SP, 04378-400, Brazil",+55 11 95835-7982,,3.4,270.0,,"establishment, food, point_of_interest, restaurant",-23.6537501,-46.6571693,Monday: 6:00 AM – 12:00 AM; Tuesday: 6:00 AM – 12:00 AM; Wednesday: 6:00 AM – 12:00 AM; Thursday: 6:00 AM – 12:00 AM; Friday: 6:00 AM – 12:00 AM; Saturday: 6:00 AM – 12:00 AM; Sunday: 6:00 AM – 12:00 AM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
